"author","title","link"
"Rabbi Daniel Roselaar","Discovering the Commentators - Toldot","https://www.yutorah.org/lectures/details?shiurid=889020"
"Rabbi Dr. Jonathan Schwartz","Points to Ponder - Toldos 5778","https://www.yutorah.org/lectures/details?shiurid=888801"
"Rabbi Chesky Schreier","Don't Forget About Hashem In Your ""Avodas Hashem""","https://www.yutorah.org/lectures/details?shiurid=888817"
"Rabbi Joel Finkelstein","Toledot : Redefining Success","https://www.yutorah.org/lectures/details?shiurid=888821"
"Rabbi Ally Ehrman","Sfas Emes - Toldos","https://www.yutorah.org/lectures/details?shiurid=888822"
"Rabbi Moshe Taragin","Sichat Mussar Toldot: Yitzchak's Vanishing Act","https://www.yutorah.org/lectures/details?shiurid=888831"
"Rabbi Chaim Brovender","Did Jacob Lie?","https://www.yutorah.org/lectures/details?shiurid=888853"
"Rabbi Yechezkel Freundlich","Toldos - To Follow Or Not Follow In Our Father's Footsteps","https://www.yutorah.org/lectures/details?shiurid=888855"
"Rabbi Motti Neuburger","The Bechora Of Eisav","https://www.yutorah.org/lectures/details?shiurid=888861"
"Rabbi Yehuda Balsam","Rashi Roundup Parshas Toldos","https://www.yutorah.org/lectures/details?shiurid=888878"
"Mrs. Michal Horowitz","With Tenacity & Faith: The Jewish Approach to Living Life","https://www.yutorah.org/lectures/details?shiurid=888880"
"Rabbi Yitzchok Cohen","Being the Am haNivchar","https://www.yutorah.org/lectures/details?shiurid=888886"
"Rabbi Moshe Sokoloff","Parashat Toldot","https://www.yutorah.org/lectures/details?shiurid=888887"
"Rabbi Yechezkel Hartman","Parshas Toldos: Eisav a Descendant of Avraham","https://www.yutorah.org/lectures/details?shiurid=888920"
"Rabbi Ezra Schwartz","RASHI on Parshat Toldot","https://www.yutorah.org/lectures/details?shiurid=888921"
"Rabbi Yitzchak Etshalom","Chronlogy and Sequence in Yitzhak's Life","https://www.yutorah.org/lectures/details?shiurid=888977"
"Rabbi Ashie Schreier","Yaakov Lies To Get Brachos! Accurate Headline or Fake News?","https://www.yutorah.org/lectures/details?shiurid=888984"
"Rabbi Eli Pielet","Parshas Toldot","https://www.yutorah.org/lectures/details?shiurid=889025"
"Rabbi Tanchum Cohen","The Avos, their Bris and their Mitzvos (Ramban - Toldos 26:3, 5)","https://www.yutorah.org/lectures/details?shiurid=889080"
"Rabbi Michoel Zylberman","Toldos: When is it Permissible to Lie?","https://www.yutorah.org/lectures/details?shiurid=889247"
"Rabbi Ari Kahn","The Eyes Have It","https://www.yutorah.org/lectures/details?shiurid=888906"
"Rabbi Andi Yudin","Parshas Toldos : Establishing a Firm Foundation","https://www.yutorah.org/lectures/details?shiurid=888908"
"Rabbi Daniel Z. Feldman","Parshas Toldos - Ideas from the 7th Aliyah","https://www.yutorah.org/lectures/details?shiurid=888945"
"Rabbi Chaim Marcus","Toldos: Differences and Disillusionment","https://www.yutorah.org/lectures/details?shiurid=888948"
"Rabbi Dovid'l Weinberg","Divrei Elokim Chaim: Toldot 5778 - Featuring Rav Moshe Tzvi Weinberg","https://www.yutorah.org/lectures/details?shiurid=888949"
"Rabbi Zvi Sobolofsky","Parshas Toldos: עמלה של תורה","https://www.yutorah.org/lectures/details?shiurid=888963"
"Rabbi Etan Schnall","Time Management, Gedolim Style","https://www.yutorah.org/lectures/details?shiurid=888968"
"Rabbi Eytan Feiner","Rivka Insures Klal Yisroel Living In Galus","https://www.yutorah.org/lectures/details?shiurid=888981"
"Rabbi Isaac Rice","Baruch Shepatrani - A Complete Overview","https://www.yutorah.org/lectures/details?shiurid=888989"
"Rabbi Moshe Teitelbaum","Mei Hashiloach - Toldot","https://www.yutorah.org/lectures/details?shiurid=888990"
"Ari Mirzoeff","Toldos 5778- Mudjitz Insights: The Fire Of A Jew","https://www.yutorah.org/lectures/details?shiurid=889001"
"Rabbi Moshe Soloveichik","Toldos","https://www.yutorah.org/lectures/details?shiurid=889002"
"Rabbi Aryeh Cohen","Toldos 5778- You Can't Live in Both Worlds","https://www.yutorah.org/lectures/details?shiurid=889003"
"Rabbi Michael Taubes","Parshas Toldos: Identifying Someone Through Voice Recognition","https://www.yutorah.org/lectures/details?shiurid=889011"
"Rabbi Ari Zahtz","Parshas Toldos 15 Minute Shiur","https://www.yutorah.org/lectures/details?shiurid=889013"
"Rabbi Zvi Romm","Maharal's Gur Aryeh on Toldos","https://www.yutorah.org/lectures/details?shiurid=889015"
"Rabbi Eliezer E. Rubin","R. Eli Rubin Parshat Toldot 11-16-17","https://www.yutorah.org/lectures/details?shiurid=889039"
"Rabbi Jeremy Wieder","Parasha - Toledot - Beit HaKneset, a Dual Obligation","https://www.yutorah.org/lectures/details?shiurid=889377"
"Rabbi Dovid Hirsch","Ramban Parshas Toldos","https://www.yutorah.org/lectures/details?shiurid=890095"
"Rabbi Yoni Levin","Parshas Toldos Drasha 5778: The Boundless Reward of Mitzvos","https://www.yutorah.org/lectures/details?shiurid=889076"
"Rabbi Elchanan Adler","Parshas Toldos 5778 - Chosson Esav as a Paradigm for Forgiveness or Trickery?","https://www.yutorah.org/lectures/details?shiurid=889212"
"Rabbi Chesky Schreier","Don't Fall Into The Trap Of Eisav, Light Up Your פתח!","https://www.yutorah.org/lectures/details?shiurid=888982"
"Rabbi Aryeh Leibowitz","Esav Could Have Been a Tzadik","https://www.yutorah.org/lectures/details?shiurid=889005"
"Rabbi Yehoshua Rubenstein","Sugyos in Avodas Hashem (6): ""Ahavti Eschem Amar Hashem"" - Hashem's Immeasurable Love for His People","https://www.yutorah.org/lectures/details?shiurid=889012"
"Rabbi Yehuda Goldschmidt","Parshas Toldos; It was not Esav's Fault he was Stricken with Bulmus!","https://www.yutorah.org/lectures/details?shiurid=889017"
"Rabbi Moshe Taragin","Erev Shabbat Shmooze to Talmidim "" Toldot- Free Will ; Examining Life Through Religious Terms","https://www.yutorah.org/lectures/details?shiurid=889018"
"Rabbi Benzion Kermaier","Toldos 5778 - Yaakov & Esav; Internal and External Worlds","https://www.yutorah.org/lectures/details?shiurid=889024"
"Rabbi Aryeh Lebowitz","Toldos Derasha - Living in Yitzchak's Field","https://www.yutorah.org/lectures/details?shiurid=889032"
"Rabbi Michael Taubes","Parshas Toldos The Mother's Obligation in the Mitzvah of Chinuch","https://www.yutorah.org/lectures/details?shiurid=889487"
"Rabbi Yehoshua Rubenstein","Melave Malka: Toldos (5778)","https://www.yutorah.org/lectures/details?shiurid=889098"
"Rabbi Ally Ehrman","Why Yitzchak Loved Eisav And Much More","https://www.yutorah.org/lectures/details?shiurid=889413"
"Rabbi Ya'akov Trump","The Balance of Characters","https://www.yutorah.org/lectures/details?shiurid=889623"
"Rabbi Robby Charnoff","Toldot 1: Setting the Stage for the Final Selection","https://www.yutorah.org/lectures/details?shiurid=889683"
"Rabbi Yitzchak Etshalom","SIYYUM ON SEFER BERESHEET","https://www.yutorah.org/lectures/details?shiurid=892065"
"Rabbi Pinny Rosenthal","Yitzchak & Yaakov – Maintaining the Movement","https://www.yutorah.org/lectures/details?shiurid=893088"
"Rabbi Yehoshua Rubenstein","The Penimiyus of Mechiras Chometz","https://www.yutorah.org/lectures/details?shiurid=898240"
"Rabbi Aaron Selevan","Abortion ?","https://www.yutorah.org/lectures/details?shiurid=909874"
"Rabbi Yitzchak Etshalom","Rivka and the Slave: Two Points of View","https://www.yutorah.org/lectures/details?shiurid=909958"
"Rabbi Sariel Malitzky","Viyiten lecha: The Best Business Investment You Can Make or Skip It?","https://www.yutorah.org/lectures/details?shiurid=910080"
"Rabbi Ally Ehrman","Ya'akov Avinu: Crooked Or Straight?","https://www.yutorah.org/lectures/details?shiurid=910097"
"Rabbi Chananya Berzon","Toldot A Blind Eye","https://www.yutorah.org/lectures/details?shiurid=910110"
"Rabbi Eliezer Lerner","Parsha Sicha - Toldot","https://www.yutorah.org/lectures/details?shiurid=910419"
"Rabbi Jonathan Ziring","The Toldot of Yitzchak - That he was Avraham's Child?","https://www.yutorah.org/lectures/details?shiurid=910152"
"Rabbi Daniel Hartstein","Lessons From The Lev: The Golden Rule","https://www.yutorah.org/lectures/details?shiurid=910155"
"Rabbi Efrem Goldberg","Toldos (Slonimer Rebbe): What is the Greatest Beracha We Could Receive?","https://www.yutorah.org/lectures/details?shiurid=910172"
"Rabbi Bini Maryles","Toldot 5779: Seeing It Differently","https://www.yutorah.org/lectures/details?shiurid=910208"
"Rabbi Eytan Feiner","Parashat Toldot: Why is this Parasha Called ""Toldot?""","https://www.yutorah.org/lectures/details?shiurid=910217"
"Rabbi Ya'akov Trump","Tell Tale Signs of an Attack by Amalek","https://www.yutorah.org/lectures/details?shiurid=910228"
"Mrs. Shira Smiles","Toldot: Attitudinal Aversion","https://www.yutorah.org/lectures/details?shiurid=910259"
"Rabbi Ya'akov Trump","Subjective Reward (Sichos Mussar Toldos)","https://www.yutorah.org/lectures/details?shiurid=910432"
"Rabbi Ally Ehrman","Raglei Chasidav Yishmor - Don't Fear Fear!","https://www.yutorah.org/lectures/details?shiurid=910236"
"Rabbi Jonathan Ziring","Eisav's Rejection","https://www.yutorah.org/lectures/details?shiurid=910243"
"Rabbi Elchanan Adler","The רמב״ן על התורה- The חשיבות of ארץ ישראל in חיי שרה and תולדות","https://www.yutorah.org/lectures/details?shiurid=910596"
"Rabbi Moshe Schochet","Parshas Toldos: A Father's Love","https://www.yutorah.org/lectures/details?shiurid=910283"
"Rabbi Azarya Berzon","Parsha & Hashkafa for Toldos: Why Yaakov must take the Brachot by devious means, an explanation from a Chassidic giant","https://www.yutorah.org/lectures/details?shiurid=910560"
"Rabbi Moshe Taragin","Torah of HaRav Lichtenstein for Toldot: Shidduch and Marriage Advice from Yitzchak and Rivka","https://www.yutorah.org/lectures/details?shiurid=910314"
"Rabbi Pinny Rosenthal","Parshat Toldot – Family unity without family uniformity","https://www.yutorah.org/lectures/details?shiurid=910655"
"Rabbi Eli Weber","Good Guys and Bad Guys in Sefer Breishit","https://www.yutorah.org/lectures/details?shiurid=910323"
"Rabbi Jonathan Ziring","Esav's Personality - Neutral, Negative, Rasha?","https://www.yutorah.org/lectures/details?shiurid=910325"
"Rabbi Efrem Goldberg","Toldos: Anti-Semitism, as Old as the Jewish People","https://www.yutorah.org/lectures/details?shiurid=910352"
"Rabbi Jonathan Ziring","VaYivez Esav et HaBechora","https://www.yutorah.org/lectures/details?shiurid=910412"
"Rabbi Yoni Levin","Parshas Toldos Drasha 5779: Somewhere Over The Rainbow","https://www.yutorah.org/lectures/details?shiurid=910425"
"Rabbi Dr. Jonathan Schwartz","Points to Ponder - Toldos 5779","https://www.yutorah.org/lectures/details?shiurid=910436"
"Rabbi Aaron Leibtag","Parsha Toledot: Avraham and Yitzchak","https://www.yutorah.org/lectures/details?shiurid=910443"
"Rabbi Moshe Taragin","Sichat Mussar for Toldot: The Disappearing Man","https://www.yutorah.org/lectures/details?shiurid=910449"
"Rabbi Naphtali Lavenda","Toldos: Yaakov and Eisav’s Voice Texting, Suing Doctors and Post Election Reactions","https://www.yutorah.org/lectures/details?shiurid=910466"
"Rabbi Chaim Brovender","Yitzhak Avinu","https://www.yutorah.org/lectures/details?shiurid=910467"
"Rabbi Ari Ginsberg","Parshas Toldos - Yitzchak Not Leaving Israel","https://www.yutorah.org/lectures/details?shiurid=910489"
"Rabbi Moshe Sokoloff","Parshat Toldot","https://www.yutorah.org/lectures/details?shiurid=910502"
"Rabbi Yitzchak Etshalom","Yaakov and Esav: Beginnings","https://www.yutorah.org/lectures/details?shiurid=910543"
"Rabbi Barry Gelman","Esav Hated The Birthright. Was it because Yitzchak was Poor?","https://www.yutorah.org/lectures/details?shiurid=910590"
"Rabbi Eli Belizon","Rebellious Clothing (Toldos)","https://www.yutorah.org/lectures/details?shiurid=910816"
"Rabbi Yoni Levin","Kedushas Levi (5) Parshas Toldos: The Backdoor Bracha","https://www.yutorah.org/lectures/details?shiurid=910526"
"Rabbi Andi Yudin","Parshas Toldos : Feeding The Soul","https://www.yutorah.org/lectures/details?shiurid=910527"
"Rabbi Mordechai Torczyner","S.Y. Agnon on Parshat Toldot","https://www.yutorah.org/lectures/details?shiurid=910550"
"Yishai Fleisher","Let's Get Ready to Rumble","https://www.yutorah.org/lectures/details?shiurid=910553"
"Rabbi Daniel Z. Feldman","Parshas Toldos - Ideas on the Haftarah","https://www.yutorah.org/lectures/details?shiurid=910572"
"Rabbi Isaac Rice","Can You Sell Your Portion of Olam Habah? Part One: Yes","https://www.yutorah.org/lectures/details?shiurid=910606"
"Rabbi Moshe Teitelbaum","Toldot","https://www.yutorah.org/lectures/details?shiurid=910607"
"Rabbi Aryeh Lebowitz","Toldos Derasha - Growth Mindset","https://www.yutorah.org/lectures/details?shiurid=910614"
"Rabbi Azarya Berzon","Parsha & Hashkafa for Toldos: Chassidic Insights into the disconnect between Esau's head and his body","https://www.yutorah.org/lectures/details?shiurid=910622"
"Rabbi Michoel Zylberman","Toldos: Identification Through Voice Recognition","https://www.yutorah.org/lectures/details?shiurid=910640"
"Rabbi Zvi Romm","Haksav V'hakabbalah on Parshas Toldos","https://www.yutorah.org/lectures/details?shiurid=910663"
"Rabbi David Berger","Rabbi Dr David Berger Toldot 11-8-18","https://www.yutorah.org/lectures/details?shiurid=910670"
"Rabbi Tanchum Cohen","(How) Did Yaacov Keep Mitzvos? (Ramban - Toldos 26:5)","https://www.yutorah.org/lectures/details?shiurid=912598"
"AlHaTorah.org","Sale of the Birthright","https://www.yutorah.org/lectures/details?shiurid=915706"
"Rabbi Ally Ehrman","Toldos - The Roots Of The Middle East Conflict","https://www.yutorah.org/lectures/details?shiurid=910600"
"Rabbi Yehuda Goldschmidt","Parshas Toldos; Who Gave You Your Toothpaste This Morning","https://www.yutorah.org/lectures/details?shiurid=910628"
"Rabbi Benzion Kermaier","Toldos 5779 - There Is More Here Than A Lack Of Communication","https://www.yutorah.org/lectures/details?shiurid=910632"
"Rabbi Yisroel Kaminetsky","Ha'Ksav V'Hakabalah on Toldot","https://www.yutorah.org/lectures/details?shiurid=910643"
"Rabbi Yechezkel Hartman","Parshat Toldot: The Beracha of ""ברוך שפטרני מעונשו של זה""","https://www.yutorah.org/lectures/details?shiurid=910645"
"Rabbi Elly Storch","Lessons from Rivka","https://www.yutorah.org/lectures/details?shiurid=910650"
"Rabbi Tanchum Cohen","Mitzvos pre-Matan Torah, and Four Aspects of Contemporary Growth (Ramban - Toldos 26:5)","https://www.yutorah.org/lectures/details?shiurid=912601"
"Rabbi Menachem Leibtag","From Yitzchak's Blessings to Yosef's Dreams (& Why FOUR Matriarchs)","https://www.yutorah.org/lectures/details?shiurid=910906"
"Rabbi Moshe Sokoloff","Learning how to daven from Rivka and shabbos 131b","https://www.yutorah.org/lectures/details?shiurid=911050"
"Rabbi Yehoshua Rubenstein","YU Shiur (7): Learning Torah in Eisav's Beis Medrish","https://www.yutorah.org/lectures/details?shiurid=910960"
"Rabbi Mordechai Torczyner","Yaakov's Masks","https://www.yutorah.org/lectures/details?shiurid=911106"
"Rabbi Baruch Simon","Parashat Vayishlach: Taryag Mitzvos and Teshuva","https://www.yutorah.org/lectures/details?shiurid=911536"
"Mrs. Michal Horowitz","Ploughing the Football Fields of Life","https://www.yutorah.org/lectures/details?shiurid=912980"
"Rabbi Mordechai Torczyner","The Batei Midrash of Shem, Ever and Yehudah","https://www.yutorah.org/lectures/details?shiurid=913140"
"Rabbi Abraham Lieberman","Raising Yaakov and Eisav: The Ideal Children","https://www.yutorah.org/lectures/details?shiurid=913440"
"Rabbi Avi Billet","Rivkah's Age at Her Wedding + Her Pregnancy Experience","https://www.yutorah.org/lectures/details?shiurid=916881"
"Rabbi Avi Billet","Was Yitzchak Avinu a Nebich?","https://www.yutorah.org/lectures/details?shiurid=917410"
"Rabbi Avi Billet","Midrash: Eisav: Wicked? His Death. The Mysterious Man","https://www.yutorah.org/lectures/details?shiurid=918022"
"Rabbi Ari Kahn","The Complicated Dysfunctional Patriarchal Family","https://www.yutorah.org/lectures/details?shiurid=929495"
"Rabbi Ari Federgrun","The Gra's fascinating explanation for eating apples on Rosh Hashanah","https://www.yutorah.org/lectures/details?shiurid=933693"
"Rabbi Dovid Schoonmaker","Welcome to the Avot","https://www.yutorah.org/lectures/details?shiurid=936506"
"Rabbi Yonah Gross","Know Your Religious Level - Mussar from Devarim Chapter 2","https://www.yutorah.org/lectures/details?shiurid=936561"
"Rabbi Moshe Taragin","Seforim from Parshat Toldot: Rabenu Tam; Dubner Maggid, Author of Kaf Hachayim; Rabenu Yitzchak Ibn Giat","https://www.yutorah.org/lectures/details?shiurid=937625"
"Rabbi Daniel Rosenfeld","How the Avos Kept the Torah","https://www.yutorah.org/lectures/details?shiurid=937644"
"Rabbi David Schlusselberg","Toldos Derasha - Living a Superficial Life","https://www.yutorah.org/lectures/details?shiurid=937664"
"Rabbi Gedaliah Jaffe","Rabbi YY Jacobson and President Trump","https://www.yutorah.org/lectures/details?shiurid=937674"
"Rabbi Keith Flaks B'simcha","Rav Shlomo on Toldot: Avraham Mamash gave birth to Yitzchak","https://www.yutorah.org/lectures/details?shiurid=937676"
"Rabbi Keith Flaks B'simcha","Rav Shlomo on Parshat Toldot: God's Prayer","https://www.yutorah.org/lectures/details?shiurid=937677"
"Ari Mirzoeff","Five Short Parshas Toldos Ideas 5780","https://www.yutorah.org/lectures/details?shiurid=937718"
"Rabbi Akiva Ackerman","Parsha Highlights 5: The Power of Emunah, Tefillah, and Hardship","https://www.yutorah.org/lectures/details?shiurid=937747"
"Rabbi Yonatan Shai Freedman","Why Yaakov was punished for the time he was at Lavan's home - Darash Moshe at Your Shabbos Table - Toldot","https://www.yutorah.org/lectures/details?shiurid=937782"
"Mrs. Aviva Orlian","Tefillah- Echoing the Heartbeat of our Forefathers","https://www.yutorah.org/lectures/details?shiurid=938140"
"Rabbi Dovid Rosman","Toldos: The point of Tefillah","https://www.yutorah.org/lectures/details?shiurid=938179"
"Rabbi Eliezer Lerner","Sicha Parshat Toldot","https://www.yutorah.org/lectures/details?shiurid=938198"
"Rabbi Jonathan Ziring","The Lack of Chronology in Chayei Sarah and Toldot","https://www.yutorah.org/lectures/details?shiurid=937729"
"Rabbi Moshe Taragin","A Neziv for Toldot: Rivka and Her Relationships","https://www.yutorah.org/lectures/details?shiurid=937763"
"Rabbi Shua Katz","Twenty Minute Lomdus- Toldos- Seudas Havra'ah","https://www.yutorah.org/lectures/details?shiurid=937888"
"Rabbi Efrem Goldberg","Toldos: The Critical Role of Role Players in Judaism","https://www.yutorah.org/lectures/details?shiurid=937912"
"Rabbi Chaim Eisenstein","Neisvos Shalom: Parshas Toldos - Which is Untouchable—Ahava or Yirah?","https://www.yutorah.org/lectures/details?shiurid=937930"
"Rabbi Ira Ebbin","Could Yitzchok Really Have Been So Blind?","https://www.yutorah.org/lectures/details?shiurid=937939"
"Rabbi Yoel Rackovsky","Toldos","https://www.yutorah.org/lectures/details?shiurid=937943"
"Rabbi Pinny Rosenthal","Parshat Toldot - The joy of having children: Manageable pain or wonderful payoff?","https://www.yutorah.org/lectures/details?shiurid=937945"
"Rabbi Azarya Berzon","Parshas Toldos al pi Meshech Chochma","https://www.yutorah.org/lectures/details?shiurid=937987"
"Rabbi Andi Yudin","Parshas Toldos: A Son of the Torah","https://www.yutorah.org/lectures/details?shiurid=938540"
"Rabbi Avishai David","Toldos 5780","https://www.yutorah.org/lectures/details?shiurid=938601"
"Rabbi Binyamin Staiman","Parshas Toldos; The Need to Always Grow Up","https://www.yutorah.org/lectures/details?shiurid=938204"
"Ezer Diena","Rabbi Rosenberg Mini-Series: Toldot: Unworthy of Blessings","https://www.yutorah.org/lectures/details?shiurid=938216"
"Rabbi Moshe Taragin","A Pri Tzadik for Toldot: Parenting Tips: Getting Out of Your ""Own Way""","https://www.yutorah.org/lectures/details?shiurid=937963"
"Rabbi Dovid Ebner","Parshat Toldot Revi'i- Rav Ebner","https://www.yutorah.org/lectures/details?shiurid=937967"
"Rabbi Chaim Kanterovitz","Parshat Toldot-Insights into the Parsha","https://www.yutorah.org/lectures/details?shiurid=937975"
"Rabbi Michael Taubes","Parshas Toldos","https://www.yutorah.org/lectures/details?shiurid=938416"
"Joe Wolfson","Tanakh Techniques #2: When To Start When To End","https://www.yutorah.org/lectures/details?shiurid=938022"
"Rabbi Aaron Leibtag","Rivka's Crucial Mission","https://www.yutorah.org/lectures/details?shiurid=938023"
"Rabbi Etan Moshe Berman","Did Eisav Manage to Fool Yitzchak?","https://www.yutorah.org/lectures/details?shiurid=938031"
"Rabbi Chaim Brovender","Prophecy, Prayer & Prevarication","https://www.yutorah.org/lectures/details?shiurid=938048"
"Rabbi Ari Ginsberg","Parshas Toldos - The Blindness of Yitzchak","https://www.yutorah.org/lectures/details?shiurid=938068"
"Rabbi Aryeh Lebowitz","Toldos Derasha - Finding Our Strengths","https://www.yutorah.org/lectures/details?shiurid=938069"
"Rabbi Joel Finkelstein","Toldot: Blind People and Mitzvot","https://www.yutorah.org/lectures/details?shiurid=938075"
"Rabbi Zvi Romm","Ramban on Toldos","https://www.yutorah.org/lectures/details?shiurid=938125"
"Rabbi Daniel Z. Feldman","Parshas Toldos - First Aliyah","https://www.yutorah.org/lectures/details?shiurid=938133"
"Rabbi Moshe Sokoloff","Parshat Toldot","https://www.yutorah.org/lectures/details?shiurid=938199"
"Rabbi Yakov Haber","Parshas Toldos: Prayer & Needs","https://www.yutorah.org/lectures/details?shiurid=938213"
"Dovid Goldschein","Minchas Chinuch 5: Kiddush Bechoros","https://www.yutorah.org/lectures/details?shiurid=966855"
"Rabbi Shaya Katz","Eisav vs. Yaakov: Resume Virtues and Eulogy Virtues","https://www.yutorah.org/lectures/details?shiurid=937936"
"Rabbi Daniel Hartstein","Lessons From The Lev: The True Jew","https://www.yutorah.org/lectures/details?shiurid=937944"
"Rabbi Chaim Basch","""Chizuk from the Parsha"" - Parshas Toldos","https://www.yutorah.org/lectures/details?shiurid=938401"
"Rabbi Michoel Zylberman","Toldos: Did the Avos Keep the Mitzvos?","https://www.yutorah.org/lectures/details?shiurid=938947"
"Rabbi Avishai David","The Importance of Giving Thanks","https://www.yutorah.org/lectures/details?shiurid=938117"
"Rabbi Ari Kahn","Yitzchak - A Life","https://www.yutorah.org/lectures/details?shiurid=938118"
"Rabbi Dani Rapp","Toldos: A Funny Parshah","https://www.yutorah.org/lectures/details?shiurid=938134"
"Rabbi Dr. Dov Lerner","Parsha Under Pressure - Toldot","https://www.yutorah.org/lectures/details?shiurid=938152"
"Rabbi Binny Freedman","Parashat Toldot - On Bribery","https://www.yutorah.org/lectures/details?shiurid=938174"
"Rabbi Yisroel Bloom","Parsha Toldos-The difference between Yaackov and Eisev","https://www.yutorah.org/lectures/details?shiurid=938178"
"Rabbi Yechezkel Hartman","Parshat Toldot: The Sale of the Bechorah","https://www.yutorah.org/lectures/details?shiurid=938186"
"Rabbi Moshe Teitelbaum","Parshat Toldot - Maharal","https://www.yutorah.org/lectures/details?shiurid=938189"
"Rabbi Isaac Rice","When Can a Child Ignore The Request of Parent","https://www.yutorah.org/lectures/details?shiurid=938190"
"Rabbi Dr. Jonathan Schwartz","Points to Ponder - Toldos 5780","https://www.yutorah.org/lectures/details?shiurid=937862"
"Rabbi Yehuda Goldschmidt","Parshas Toldos; A Proper Value System is the Key to Every Situation","https://www.yutorah.org/lectures/details?shiurid=938205"
"Rabbi Benzion Kermaier","Toldos 5780 - The Prayers of Yitzchak & Rivka and The Beracha of Yitzchak [What's Going on?]","https://www.yutorah.org/lectures/details?shiurid=938208"
"Rabbi Menachem Brick","Parshas Toldos; Family Relationships","https://www.yutorah.org/lectures/details?shiurid=938232"
"Rabbi Philip Moskowitz","Toldos Parsha Shiur: Finding Joy in our Minhagim and Mitzvos","https://www.yutorah.org/lectures/details?shiurid=938235"
"Rabbi Michael Taubes","Parshas Toldos Enjoying a Pleasant Fragrance: A Lesser-Known Category of Berachos","https://www.yutorah.org/lectures/details?shiurid=938279"
"Rabbi Jonathan Ziring","From Yaakov to Yisrael","https://www.yutorah.org/lectures/details?shiurid=938339"
"Rabbi Ezra Wiener","Conflict between Kibbud Av Va'em and Choice of Shidduchim","https://www.yutorah.org/lectures/details?shiurid=938351"
"Rabbi Ari Yablok","Taking the Long Way Home: Following Yaakov Path Through Exile","https://www.yutorah.org/lectures/details?shiurid=938607"
"Rabbi Yitzchak Etshalom","The Dudaim Revisited","https://www.yutorah.org/lectures/details?shiurid=938721"
"Rabbi Chaim Marcus","The Role of Eating in Avodas Hashem","https://www.yutorah.org/lectures/details?shiurid=938737"
"Rabbi Ally Ehrman","Iyunei Hadaf Hayomi Taanis 23 - Two Tracks Of Tefillah","https://www.yutorah.org/lectures/details?shiurid=938610"
"Mrs. Michal Horowitz","Why Was Yaakov Punished for 22 Years He Did Not Fulfill Kibud Av V'Eim...? His Parents Sent Him Away!","https://www.yutorah.org/lectures/details?shiurid=939172"
"Rabbi Yitzchak Etshalom","YAAKOV AND ESAV REEXAMINED","https://www.yutorah.org/lectures/details?shiurid=939452"
"Rabbi Dr. Ari Berman","Gevurah and Emes: Lessons for Life in the Workplace","https://www.yutorah.org/lectures/details?shiurid=939793"
"Rabbi Ally Ehrman","The Lifespan Of The Avos","https://www.yutorah.org/lectures/details?shiurid=940985"
"Rabbi Dr. Dvir Ginsberg","Insights into a Bracha","https://www.yutorah.org/lectures/details?shiurid=941764"
"Rabbi Gedaliah Jaffe","Forgiveness and Kindness - Rav Shlomo Bussu shlit""a","https://www.yutorah.org/lectures/details?shiurid=941679"
"Rabbi Avi Billet","Bereishis Part 3 of 4","https://www.yutorah.org/lectures/details?shiurid=948961"
"Rabbi Gedaliah Jaffe","When is it permitted to bend the truth?","https://www.yutorah.org/lectures/details?shiurid=954705"
"Rabbi Dr. Ari Berman","The Other Esav","https://www.yutorah.org/lectures/details?shiurid=963017"
"Rabbi Yehoshua Grunstein","When Son & Student Pasken Against Father and Rebbe","https://www.yutorah.org/lectures/details?shiurid=963411"
"Rabbi Aaron Selevan","Yerushas Bechor","https://www.yutorah.org/lectures/details?shiurid=971109"
"Rabbi Yaakov B. Neuburger","The Avos and Imahos - Rabbi Yaakov Neuburger - 11-4-20","https://www.yutorah.org/lectures/details?shiurid=976279"
"Rabbi Moshe Kurtz","Theology & Theodicy: Studies in Ramban's Sha'ar HaGemuel - Class #18: The Righteous Takes the Wicked Person's Portion","https://www.yutorah.org/lectures/details?shiurid=975917"
"Rabbi Noach Goldstein","Strength and Motherhood: Yitzchak vs. Shimshon, Hagar vs. Bas Pharaoh","https://www.yutorah.org/lectures/details?shiurid=977114"
"Rabbi Eliezer Lerner","Parsha Sicha Toldot 5781","https://www.yutorah.org/lectures/details?shiurid=977728"
"Rabbi Ari Lipsky","Sefer Names Through Parsha Frames (Toldos) - Yoshev Ohalim - R' Avraham Antibi","https://www.yutorah.org/lectures/details?shiurid=977134"
"Rabbi Moshe Taragin","A Meshech Chochmah for Toldot: Does Religious Zionism Have Too Much Swagger ?","https://www.yutorah.org/lectures/details?shiurid=977163"
"Rabbi Yoni Miller","The Torah of America: Toldos 1- Rav Yaakov- The life and times of Yitzchak Avinu, Shabbos in Galus","https://www.yutorah.org/lectures/details?shiurid=977171"
"Rabbi Ally Ehrman","The Tzadik From Ra'anana On Toldos - Yitzchak's Delayed Marriage","https://www.yutorah.org/lectures/details?shiurid=977187"
"Rabbi Dovid Rosman","Toldos: The Real Gibor","https://www.yutorah.org/lectures/details?shiurid=977943"
"Rabbi Zvi Romm","Seforno on Toldos I","https://www.yutorah.org/lectures/details?shiurid=977199"
"Rabbi Reuven Boshnack","10 Minute Aliya Toldos 1","https://www.yutorah.org/lectures/details?shiurid=977223"
