"author","title","link"
"Rabbi Aaron Selevan","Tefillah 2","https://www.yutorah.org/lectures/details?shiurid=816192"
"Rabbi Aaron Selevan","Birth or Conception?","https://www.yutorah.org/lectures/details?shiurid=816199"
"Rabbi Steven Pruzansky","Chumash: The Sins of the Ancients","https://www.yutorah.org/lectures/details?shiurid=819364"
"Rabbi Daniel Stein","Maaser Kesafim","https://www.yutorah.org/lectures/details?shiurid=820642"
"Rabbi Moshe Taragin","Sunday Night Mussar @ the Gush : Toldot 2014","https://www.yutorah.org/lectures/details?shiurid=820652"
"Rabbi Eliezer Lerner","Parsha Sicha Toldot","https://www.yutorah.org/lectures/details?shiurid=820846"
"Rabbi Avishai David","Parshas Toldos","https://www.yutorah.org/lectures/details?shiurid=820959"
"Rabbi Ari Cutler","Yitzchak the AV- As a LEADER or MANAGER?","https://www.yutorah.org/lectures/details?shiurid=820683"
"Rabbi Steven Pruzansky","Chumash: Toldot: Children","https://www.yutorah.org/lectures/details?shiurid=820692"
"Rabbi Dovid'l Weinberg","Redeeming a False World Through Prayer","https://www.yutorah.org/lectures/details?shiurid=820713"
"Rabbi Alan Haber","Toldot Yitzchak","https://www.yutorah.org/lectures/details?shiurid=821148"
"Rabbi Efrem Goldberg","Parshas Toldos: Developing an Independent Relationship with Hashem","https://www.yutorah.org/lectures/details?shiurid=820788"
"Ari Mirzoeff","Toldos: The Jews Most Valuable Tool","https://www.yutorah.org/lectures/details?shiurid=820840"
"Rabbi Jason Finkelstein","Pirkei Avos and Parsha Perek 1 Mishah 2; The Source of the World Torah","https://www.yutorah.org/lectures/details?shiurid=820841"
"Rabbi Michael Olshin","Parshas Toldos; Do we Have Free Will?","https://www.yutorah.org/lectures/details?shiurid=820918"
"Rabbi Avishai David","The Ramban on Parshas Toldos","https://www.yutorah.org/lectures/details?shiurid=820920"
"Rabbi Mordechai Kaplan","Aish Kodesh - Toldot","https://www.yutorah.org/lectures/details?shiurid=820927"
"Rabbi Eli Weber","Ramban on Toldot - Who did Yitzchak really want to bless","https://www.yutorah.org/lectures/details?shiurid=821057"
"Rabbi Aaron Selevan","Prayer of Righteous?","https://www.yutorah.org/lectures/details?shiurid=820861"
"Rabbi Joel Finkelstein","Toldot : The Blessings of the Field","https://www.yutorah.org/lectures/details?shiurid=820863"
"Rabbi Chaim Brovender","Yitzchak ben Avraham","https://www.yutorah.org/lectures/details?shiurid=820886"
"Rabbi Ari Ginsberg","Parshas Toldos - The Trickery of Yakov","https://www.yutorah.org/lectures/details?shiurid=820898"
"Rabbi Ally Ehrman","Zmiros: Tzidkosom Tatzhir Ki-Or Shivas Hayomim/ Yitzchak's Blindness","https://www.yutorah.org/lectures/details?shiurid=820933"
"Rabbi Jonathan Ziring","Haftara Toldot","https://www.yutorah.org/lectures/details?shiurid=820946"
"Rabbi Ari Zahtz","Parsha Toldos 15 minute SHiur","https://www.yutorah.org/lectures/details?shiurid=820950"
"Rabbi Daniel Z. Feldman","Parshas Toldos - Antisemitism and Holding a Grudge in the 4th Aliyah","https://www.yutorah.org/lectures/details?shiurid=820953"
"Rabbi Baruch Simon","Parshas Toldos: vYiten Lecha and the Berachah of Chibur","https://www.yutorah.org/lectures/details?shiurid=820961"
"Rabbi Elchanan Adler","Parshas Toldos: Understanding Nekama of Klal Yisroel","https://www.yutorah.org/lectures/details?shiurid=820980"
"Rabbi Isaac Rice","Looking at the Face of Evil","https://www.yutorah.org/lectures/details?shiurid=820995"
"Ari Mirzoeff","Weekly Wedding Vort: Toldos: Middos and Learning From Every Person","https://www.yutorah.org/lectures/details?shiurid=821011"
"Rabbi Binyamin Staiman","Parshas Toldos; The Essence of Yaakov and Eisav","https://www.yutorah.org/lectures/details?shiurid=821026"
"Rabbi Ephraim Greene","Parshas Toldos; Finding Your Own First","https://www.yutorah.org/lectures/details?shiurid=821028"
"Rabbi Azarya Berzon","Parshat toldos: the 'bigdei chamudos' of Esau and why Yaakov had to wear them?","https://www.yutorah.org/lectures/details?shiurid=821042"
"Rabbi Michael Taubes","Parshas Toldos When Should the Bar Mitzvah's Father Recite Baruch ShePetarani","https://www.yutorah.org/lectures/details?shiurid=821044"
"Rabbi Michael Taubes","When Does The Father say Baruch ShePitriani","https://www.yutorah.org/lectures/details?shiurid=821169"
"Rabbi Shua Katz","Yehoshua Katz Toldos 11-20-14","https://www.yutorah.org/lectures/details?shiurid=821195"
"Rabbi Andi Yudin","Parshas Toldos; The Value of Time","https://www.yutorah.org/lectures/details?shiurid=820917"
"Asher Becker","Parshas Toldos","https://www.yutorah.org/lectures/details?shiurid=838123"
"Rabbi Dr. Jonathan Schwartz","Points to Ponder Toldos 5775","https://www.yutorah.org/lectures/details?shiurid=820981"
"Rabbi Ally Ehrman","Rebbe Leibele Eiger On Parshas Toldos","https://www.yutorah.org/lectures/details?shiurid=820994"
"Rabbi Yehuda Goldschmidt","Parshas Toldos; I am Scared, What Should I do?","https://www.yutorah.org/lectures/details?shiurid=821027"
"Rabbi Reuven Spolter","Parshat Toldot- Our Response to the Har Nof Murders - The Persistence of Yitzchak","https://www.yutorah.org/lectures/details?shiurid=821031"
"Rabbi Azarya Berzon","Pashas Toldos al pi Ramban: The oath & the bris to each of the Avos individually","https://www.yutorah.org/lectures/details?shiurid=821041"
"Rabbi Ally Ehrman","Sfas Emes Toldos 5731 - Digging Up The Spirituality/ Returning To The Source","https://www.yutorah.org/lectures/details?shiurid=821046"
"Rabbi Yisroel Kaminetsky","Parshat Toldot: The Parent-Child Relationship According to the Maharal","https://www.yutorah.org/lectures/details?shiurid=821054"
"Rabbi Shmuel Taub","Toldos - It's about beginnings","https://www.yutorah.org/lectures/details?shiurid=821062"
"Rabbi Elly Storch","Yaakov and Esav: Growth Mindset vs. Fixed Mindset","https://www.yutorah.org/lectures/details?shiurid=821064"
"Rabbi Shay Schachter","""An Appreciation for Klal Yisrael's Great Struggles"" - Our Overwhelming Sacrifice For EY","https://www.yutorah.org/lectures/details?shiurid=821071"
"Rabbi Moshe Weinberger","Bringing Eretz Yisrael With You","https://www.yutorah.org/lectures/details?shiurid=821624"
"Rabbi Azarya Berzon","Parshat Miketz & Chanuka: the seuda of Yosef & his brothers and the seuda of Chanuka; the special role of women in Chanuka","https://www.yutorah.org/lectures/details?shiurid=824739"
"Rabbi Robby Charnoff","HaMidrasha @ QC: Toldot 1 - Lineage vs. Legacy","https://www.yutorah.org/lectures/details?shiurid=829474"
"Rabbi Moshe Tzvi Weinberg","Pesach 5775 - “Stealing” the Afikoman: In Defense of an Ancient Minhag Yisrael","https://www.yutorah.org/lectures/details?shiurid=834052"
"Rabbi Shay Schachter","Our Deep Love and Excitement for Torah","https://www.yutorah.org/lectures/details?shiurid=838413"
"Rabbi Azarya Berzon","Halacha for Parshat Re'eh & Toldos: the mitzva of Nichum Aveilim, Part I","https://www.yutorah.org/lectures/details?shiurid=839576"
"Rabbi Ally Ehrman","The Biblical Roots Of The Israeli Arab Conflict","https://www.yutorah.org/lectures/details?shiurid=839802"
"Rabbi Yitzchak Etshalom","Yaakov and Esav: History of a Conflict (#1)","https://www.yutorah.org/lectures/details?shiurid=841967"
"Rabbi Moshe Weinberger","Sefer Aish Kodesh (5) Looking Even For The Unrecognizable Ones","https://www.yutorah.org/lectures/details?shiurid=842625"
"Rabbi Daniel Hartstein","Toldot: Holiday Parties In Halacha","https://www.yutorah.org/lectures/details?shiurid=844129"
"Rabbi Azarya Berzon","Parshat Toldot: Each individual's 'Olam'; Reading the Parsha & predicting Jewish History","https://www.yutorah.org/lectures/details?shiurid=844177"
"Mrs. Shira Smiles","Toldos: Embryonic Experience","https://www.yutorah.org/lectures/details?shiurid=844190"
"Rabbi Eliezer Lerner","Toldot: Actions Speak Louder Than Words","https://www.yutorah.org/lectures/details?shiurid=844273"
"Rabbi Menachem Leibtag","Why God Talks to Rivka, But not to Yitzchak","https://www.yutorah.org/lectures/details?shiurid=844305"
"Rabbi Ari Yablok","Parshas Toldos - Find Your Passion","https://www.yutorah.org/lectures/details?shiurid=844343"
"Rabbi Yitzchak Etshalom","TWO NATIONS IN YOUR WOMB","https://www.yutorah.org/lectures/details?shiurid=844364"
"Rabbi Avishai David","Parshas Toldos; The Struggle Between Yaakov and Esav","https://www.yutorah.org/lectures/details?shiurid=844532"
"Rabbi Keith Flaks B'simcha","What color was Avraham's hat? Did the Avot Keep all the Mitzvot?","https://www.yutorah.org/lectures/details?shiurid=844189"
"Rabbi Gedaliah Jaffe","Tosher Rebbe zt""l - Avodas Avodah: Parshas Toldos","https://www.yutorah.org/lectures/details?shiurid=844220"
"Rabbi Beinish Ginsburg","Famous Rashis- Toldos","https://www.yutorah.org/lectures/details?shiurid=844226"
"Rabbi Beinish Ginsburg","Famous Rambans- Toldos: the unique status of Eretz Yisroel","https://www.yutorah.org/lectures/details?shiurid=844232"
"Rabbi Mordechai Torczyner","Rivkah's Question","https://www.yutorah.org/lectures/details?shiurid=844256"
"Rabbi Zev Reichman","Toldos","https://www.yutorah.org/lectures/details?shiurid=844298"
"Rabbi Yehuda Balsam","Nation Building Part 2: Yitzchak's relationship with his sons","https://www.yutorah.org/lectures/details?shiurid=844310"
"Rabbi Aaron Selevan","Pregnancy of Rivka","https://www.yutorah.org/lectures/details?shiurid=844294"
"Rabbi Aaron Selevan","Tzadik Ben Tzadik vs Tzadik Ben Rasha","https://www.yutorah.org/lectures/details?shiurid=844297"
"Rabbi Shay Schachter","How Much Must a Child Listen to His/Her Parents?","https://www.yutorah.org/lectures/details?shiurid=844303"
"Rabbi Azarya Berzon","Parshas Toldos: Mitzvos and Torah study before Matan Torah: obligations or voluntary fulfillment, in the Land & outside of the Land","https://www.yutorah.org/lectures/details?shiurid=844309"
"Rabbi Yehoshua Rubenstein","Chayei Sara: Eliezer's Magical Cup of Water","https://www.yutorah.org/lectures/details?shiurid=844318"
"Rabbi Pinny Rosenthal","Esau and Jacob: Shakespearean Drama about a dysfunctional family?","https://www.yutorah.org/lectures/details?shiurid=844365"
"Joe Wolfson","Bereishit #5 Yitzchak ptII - Repetition vs. Revolution (Toldot)","https://www.yutorah.org/lectures/details?shiurid=844405"
"Rabbi Robby Charnoff","Nesivos Shalom - Toldot: A Balanced Perspective on Ahavah and Yirah","https://www.yutorah.org/lectures/details?shiurid=844498"
"Rabbi Jonathan Ziring","Why Did the Avot Not Settle the Land?","https://www.yutorah.org/lectures/details?shiurid=844585"
"Rabbi Daniel Stein","Great Nisyonos Mean Great Potential: Why Yitzchak Loved Eisav So Much","https://www.yutorah.org/lectures/details?shiurid=844374"
"Rabbi Dr. Jonathan Schwartz","Points to Ponder - Toldos 5776","https://www.yutorah.org/lectures/details?shiurid=844386"
"Rabbi Yonatan Shai Freedman","Use Your Bad Traits for Good - The Netziv At Your Shabbos Table - Toldot","https://www.yutorah.org/lectures/details?shiurid=844399"
"Rabbi Barry Gelman","Parshat Hashavua - Toldot - Avraham and Yitzchak - Like Father Like Son?","https://www.yutorah.org/lectures/details?shiurid=844422"
"Rabbi Chaim Brovender","Yaakov and Esav","https://www.yutorah.org/lectures/details?shiurid=844432"
"Rabbi Daniel Hartstein","Lessons From the Lev: Toldot","https://www.yutorah.org/lectures/details?shiurid=844437"
"Rabbi Yitzchak Etshalom","YiITZHAK'S WELLS","https://www.yutorah.org/lectures/details?shiurid=844446"
"Rabbi Ari Ginsberg","Parshas Toldos - Permission to Lie","https://www.yutorah.org/lectures/details?shiurid=844451"
"Rabbi Binyamin Staiman","Parshas Toldos; With Great power Comes Great Responsibility","https://www.yutorah.org/lectures/details?shiurid=844499"
"Rabbi Zvi Sobolofsky","How to Properly Use Physicality in this World","https://www.yutorah.org/lectures/details?shiurid=844508"
"Rabbi Daniel Z. Feldman","Parshas Toldos - Ideas from the 5th Aliyah","https://www.yutorah.org/lectures/details?shiurid=844528"
"Rabbi Ari Cutler","Important Emunah Lessons from Yitzchak Avinu","https://www.yutorah.org/lectures/details?shiurid=844529"
"Rabbi Joel Finkelstein","Toledot : Esav's Eyes","https://www.yutorah.org/lectures/details?shiurid=844540"
"Rabbi Moshe Teitelbaum","Sefas Emes - Toldot","https://www.yutorah.org/lectures/details?shiurid=844541"
"Rabbi Isaac Rice","Tricking Someone into Doing a Mitzvah","https://www.yutorah.org/lectures/details?shiurid=844544"
"Ari Mirzoeff","Rav Schorr on Parshas Toldos: Use Your Weapons","https://www.yutorah.org/lectures/details?shiurid=844545"
"Rabbi Aryeh Cohen","Toldos 5776- Pulling The Kedusha Out of Eisav","https://www.yutorah.org/lectures/details?shiurid=844548"
"Rabbi Eli Belizon","Connecting the Yud and the Hay - Avi Margulies Guest Shiur","https://www.yutorah.org/lectures/details?shiurid=844551"
"Rabbi Avi Schneider","Parshat Toldot: Eisav's Flaw and the Yetzer Hara","https://www.yutorah.org/lectures/details?shiurid=844561"
"Rabbi Dovid Hirsch","Toldot - 2015","https://www.yutorah.org/lectures/details?shiurid=844575"
"Rabbi Ari Zahtz","Parshas Toldos Rabbi Zaahtz 15 Minute Dvar Torah","https://www.yutorah.org/lectures/details?shiurid=844584"
"Rabbi Ezra Schwartz","Did Avraham Avinu Keep the Entire torah","https://www.yutorah.org/lectures/details?shiurid=844586"
"Rabbi Menachem Leibtag","Who is ""Chosen"", Who is ""Blessed"", and Who is ""Best’""? Explaining the Complicated Stories in Sefer Bereishit","https://www.yutorah.org/lectures/details?shiurid=844686"
"Rabbi Andi Yudin","Parshas Toldos; Keep on Digging","https://www.yutorah.org/lectures/details?shiurid=844475"
"Rabbi Moshe Taragin","Toldot : Revolutions and Reinforcements","https://www.yutorah.org/lectures/details?shiurid=844463"
"Rabbi Benjamin Yudin","Parshat Toldot 2015","https://www.yutorah.org/lectures/details?shiurid=847431"
"Rabbi Yehoshua Rubenstein","From Speaking, to Hearing, to Seeing Spiritual Reality","https://www.yutorah.org/lectures/details?shiurid=845422"
"Rabbi Moshe Taragin","Ten Minute Rashi Toldot (2015)","https://www.yutorah.org/lectures/details?shiurid=844556"
"Rabbi Aryeh Leibowitz","Parsha Sicha: One Foot In and One Foot Out","https://www.yutorah.org/lectures/details?shiurid=844562"
"Rabbi Yehuda Goldschmidt","Parshas Toldos; Two Points Your Yetzer Hara Does Not Want You to Know","https://www.yutorah.org/lectures/details?shiurid=844563"
"Rabbi Chaim Eisenstein","Ten Minute Mussar: Touched by Mesorah","https://www.yutorah.org/lectures/details?shiurid=844577"
"Rabbi Elly Storch","The Food Before the Mitzvah","https://www.yutorah.org/lectures/details?shiurid=844590"
"Rabbi Jason Finkelstein","Yaakov and Esav; Second Is Really First","https://www.yutorah.org/lectures/details?shiurid=844593"
"Rabbi Yehuda Willig","Parshas Toldos","https://www.yutorah.org/lectures/details?shiurid=844603"
"Rabbi Reuven Brand","Blessing for Battle and Blessing for Light","https://www.yutorah.org/lectures/details?shiurid=844975"
"Rabbi Azarya Berzon","Parshas Vayeitzei: The Sforno on the greatness of the Avos","https://www.yutorah.org/lectures/details?shiurid=844661"
"Rabbi Azarya Berzon","The Halachik status of the sale of futures: דבר שלא בא לעולם","https://www.yutorah.org/lectures/details?shiurid=844668"
"Rabbi Yehoshua Rubenstein","Yakov, Eisav, and the Quest to Repair the Shattered Alef of 'Anochi'","https://www.yutorah.org/lectures/details?shiurid=844838"
"Rabbi Jonathan Ziring","Yitzchak and Rikva","https://www.yutorah.org/lectures/details?shiurid=844917"
"Rabbi Motti Neuburger","R Neuburger Can A Massa Hedyot Be Used For A Massa Shel Kedusha","https://www.yutorah.org/lectures/details?shiurid=844931"
"Rabbi Jonathan Ziring","Yaakov as a New Avraham","https://www.yutorah.org/lectures/details?shiurid=845451"
"Rabbi Moshe Weinberger","Why Live?","https://www.yutorah.org/lectures/details?shiurid=845348"
"Rabbi Jonathan Ziring","The Stealing of the Berachot","https://www.yutorah.org/lectures/details?shiurid=845569"
"Rabbi Jonathan Ziring","What Did Yaakov Learn in Lavan's House?","https://www.yutorah.org/lectures/details?shiurid=845950"
"Rabbi Yonah Gross","Is it Good for the Chazzan to have Good Yichus? - Bereishis chapter 25","https://www.yutorah.org/lectures/details?shiurid=851322"
"Rabbi Mordechai Torczyner","Midrash and Matriarchs 2a: Rebecca's Deception","https://www.yutorah.org/lectures/details?shiurid=852269"
"Rabbi Mordechai Torczyner","Midrash and Matriarchs 2b: Rebecca's Deception","https://www.yutorah.org/lectures/details?shiurid=853244"
"Rabbi Ally Ehrman","The Clothing Of Eisav, Yaakov And The Ultimate Geulah","https://www.yutorah.org/lectures/details?shiurid=854103"
"Rabbi Yehoshua Rubenstein","Rivka's Doubts and The Secret of Eisav Replacing Dovid in the Womb","https://www.yutorah.org/lectures/details?shiurid=863468"
"Rabbi Yitzchak Etshalom","The Element of Surprise in Tanakh","https://www.yutorah.org/lectures/details?shiurid=867110"
"Rabbi Chananya Berzon","Proud of Parents and Children","https://www.yutorah.org/lectures/details?shiurid=867219"
"Rabbi Chesky Schreier","Keeping the Aliyah Alive","https://www.yutorah.org/lectures/details?shiurid=867260"
"Rabbi Moshe Taragin","A Midrash for Toldot: How Old Was Avraham When He Discovered HKBH; Did He Perform Mitzvot ?","https://www.yutorah.org/lectures/details?shiurid=867262"
"Rabbi Moshe Taragin","A Ramban for Toldot: Digging History","https://www.yutorah.org/lectures/details?shiurid=867306"
"Rabbi Hershel Reichman","Toldot Part 1","https://www.yutorah.org/lectures/details?shiurid=867327"
"Mrs. Shira Smiles","Toldos: Manifest Mockery","https://www.yutorah.org/lectures/details?shiurid=867365"
"Rabbi Moshe Schochet","Parenting Lessons: What We Can Learn From Yitzchak and Rivka","https://www.yutorah.org/lectures/details?shiurid=867379"
"Rabbi Yehuda Turetsky","Machshava on the Parsha: Why Were the Imahot Infertile? Three Approaches","https://www.yutorah.org/lectures/details?shiurid=867351"
"Rabbi Shlomo Einhorn","Toldos - The Rebbe, The Zohar, and Wow","https://www.yutorah.org/lectures/details?shiurid=867393"
"Rabbi Zev Reichman","Toldos 2016","https://www.yutorah.org/lectures/details?shiurid=867430"
"Rabbi Dovid Perkel","Netziv - Toldos","https://www.yutorah.org/lectures/details?shiurid=867592"
"Rabbi Azarya Berzon","Hashkafa for Parshas Toldos: two sets of Berachot, two categories of Avodah, the original plan of 'integration' of Ya'akov & Esau","https://www.yutorah.org/lectures/details?shiurid=867682"
"Rabbi Michael Olshin","Parshas Toldot: What Was the Machlokes Between Yitzchak and Rivka","https://www.yutorah.org/lectures/details?shiurid=867717"
"Rabbi Eli Pielet","Parshas Toldos","https://www.yutorah.org/lectures/details?shiurid=867805"
"Rabbi Moshe Taragin","Pre Shiur Tefillah Conversations: Tunnelling from Two Sides","https://www.yutorah.org/lectures/details?shiurid=867443"
"Rabbi Chesky Schreier","Giving Tefilah Back To The Tzadikim (Amazing Remazim from Rebbi Nachman)","https://www.yutorah.org/lectures/details?shiurid=867501"
"Rabbi Eytan Feiner","Yitzchak's Gevurah Uniting With Rivkah's Chesed","https://www.yutorah.org/lectures/details?shiurid=867519"
"Rabbi Dovid Sukenik","Parshas Toldos - Gevuras Yitzchak","https://www.yutorah.org/lectures/details?shiurid=867558"
"Rabbi Yonatan Shai Freedman","Don't let your chumras hurt other people - Rav Yaakov Kamenetsky At Your Shabbos Table - Toldot","https://www.yutorah.org/lectures/details?shiurid=867587"
"Rabbi Barry Gelman","When is it appropriate to question the actions of our foremothers and forefathers?","https://www.yutorah.org/lectures/details?shiurid=867608"
"Rabbi Moshe Taragin","Wednesday Night Mussar- Toldot: A Man With No Name","https://www.yutorah.org/lectures/details?shiurid=867611"
"Rabbi Daniel Hartstein","Lessons From The Lev: Toldos","https://www.yutorah.org/lectures/details?shiurid=867625"
"Ari Mirzoeff","Parshas Toldos 5777: Emes In The Parsha And In Our Lives","https://www.yutorah.org/lectures/details?shiurid=867633"
"Rabbi Yitzchak Etshalom","PLAUSIBLE DENIABILITY: A Fresh Look at Rivkah's Role in the ""Stolen Berakhah""","https://www.yutorah.org/lectures/details?shiurid=867640"
"Rabbi Chesky Schreier","Brining Down A Light Of ""Emes"" To Illuminate The World","https://www.yutorah.org/lectures/details?shiurid=867642"
"Rabbi Isaac Rice","The Direction of the Bed and Sleeping with the Feet Towards the Door","https://www.yutorah.org/lectures/details?shiurid=867645"
"Rabbi Ari Ginsberg","Parshas Toldos - The Many Wives of Esav","https://www.yutorah.org/lectures/details?shiurid=867649"
"Rabbi Motti Neuburger","Selling The Bechora Issues","https://www.yutorah.org/lectures/details?shiurid=867656"
"Rabbi Dan Cohen","Hassidut on the Parasha: Toldot","https://www.yutorah.org/lectures/details?shiurid=867660"
"Rabbi Azarya Berzon","Ramban on Parshas Toldos: the concept of Ruach HaKodesh then & now","https://www.yutorah.org/lectures/details?shiurid=867693"
"Mrs. Michal Zisquit","Parshat Toldot: Yackov and Eisav","https://www.yutorah.org/lectures/details?shiurid=867709"
"Rabbi Yonah Gross","Our Patriarchs and Matriarchs: Paragons of Perfection or Symbols of Struggle","https://www.yutorah.org/lectures/details?shiurid=867741"
"Rabbi Robby Charnoff","Toldot Shiur Klali: The Selection Between Emet and Sheker","https://www.yutorah.org/lectures/details?shiurid=867788"
"Rabbi Zvi Romm","Inyan of Yaakov Receiving the Brachos","https://www.yutorah.org/lectures/details?shiurid=867808"
"Rabbi Reuven Spolter","Parshat Toldot - Why Did Yitzchak Prefer Eisav An Idea from Rav Medan","https://www.yutorah.org/lectures/details?shiurid=867526"
"Rabbi Moshe Taragin","Sefat Emmet for Toldot: Rejuvenating Sad Love; Lying Lips and Lying Souls","https://www.yutorah.org/lectures/details?shiurid=867670"
"Rabbi Dovid Rosman","The power of environment","https://www.yutorah.org/lectures/details?shiurid=867676"
"Rabbi Andi Yudin","Building Our Inner World","https://www.yutorah.org/lectures/details?shiurid=867692"
"Rabbi Ari Kahn","The Religious Development of Rivka and Yakov","https://www.yutorah.org/lectures/details?shiurid=867707"
"Rabbi Mordechai Torczyner","Toldot: Rivkah's Reaction, and other issues","https://www.yutorah.org/lectures/details?shiurid=867711"
"Rabbi Chaim Eisenstein","Ten Minute Chassidus: The Power of Tefillah","https://www.yutorah.org/lectures/details?shiurid=867732"
"Rabbi Dr. Jonathan Schwartz","Points to Ponder - Toldos 5777","https://www.yutorah.org/lectures/details?shiurid=867740"
"Rabbi Mois Navon","To Turn A Blind Eye","https://www.yutorah.org/lectures/details?shiurid=867745"
"Rabbi Aryeh Lebowitz","Toldos Derasha - Rivkah is Yakov's Mother","https://www.yutorah.org/lectures/details?shiurid=867768"
"Rabbi Ari Cutler","Why does Yitzchak give bracha to Esav?- Ayin Tova!","https://www.yutorah.org/lectures/details?shiurid=867777"
"Rabbi Eytan Feiner","Aileh Toldos Yitzchak Breaking From The Past","https://www.yutorah.org/lectures/details?shiurid=867778"
"Rabbi Moshe Teitelbaum","Ohr Hachaim - Toldot","https://www.yutorah.org/lectures/details?shiurid=867781"
"Rabbi Moshe Tzvi Weinberg","The Five Senses (3) The Sense of Hearing: Train Your Ear to Hear What Must Be Heard","https://www.yutorah.org/lectures/details?shiurid=867786"
"Ari Mirzoeff","Parshas Toldos/Kislev 5777: Different Ideas About Talmud Torah","https://www.yutorah.org/lectures/details?shiurid=867789"
"Ari Mirzoeff","Becoming Your Own Yitzchack Avinu","https://www.yutorah.org/lectures/details?shiurid=867790"
"Rabbi Moshe Soloveichik","Toldot","https://www.yutorah.org/lectures/details?shiurid=867800"
"Rabbi Zvi Romm","Ibn Ezra on Toldot","https://www.yutorah.org/lectures/details?shiurid=867809"
"Rabbi Ezra Schwartz","Aino Metzuveh Voseh","https://www.yutorah.org/lectures/details?shiurid=867831"
"Rabbi Etan Schnall","Count the Stars? That's easy.","https://www.yutorah.org/lectures/details?shiurid=867840"
"Mrs. Rebecca Belizon","Deceived Inheritance","https://www.yutorah.org/lectures/details?shiurid=867893"
"Rabbi Daniel Z. Feldman","Parshas Toldos - Ideas from the 6th Aliyah","https://www.yutorah.org/lectures/details?shiurid=868086"
"Rabbi Daniel Fridman","Toldot: Yitzchak's Dream","https://www.yutorah.org/lectures/details?shiurid=868611"
"Rabbi Yisroel Kaminetsky","R' Hirsch on Toldot: Torah Parenting","https://www.yutorah.org/lectures/details?shiurid=867830"
"Rabbi Netanel Wiederblank","Machshava 11: The relationship between pshat and drash","https://www.yutorah.org/lectures/details?shiurid=867849"
"Rabbi Chesky Schreier","Coming Out Of Toldos With Emunah, Torah and Tefilah","https://www.yutorah.org/lectures/details?shiurid=867890"
"Rabbi Eytan Feiner","Why Did Yitzchak & Yaakov Wait To Get Married","https://www.yutorah.org/lectures/details?shiurid=867914"
"Rabbi Motti Neuburger","Siamese Twins","https://www.yutorah.org/lectures/details?shiurid=867971"
"Mrs. Rebecca Belizon","Two Brothers, Two Sisters: The Building of One Nation","https://www.yutorah.org/lectures/details?shiurid=868254"
"Rabbi Jonathan Ziring","From Yaakov to Yisrael","https://www.yutorah.org/lectures/details?shiurid=868386"
"Rabbi Michael Rosensweig","Lech Lecha, Vayera, Chayei Sarah, Toledot, Vayetze - Constancy of Character and Defining Moments","https://www.yutorah.org/lectures/details?shiurid=868576"
"Rabbi Yitzchak Etshalom","The Slave's Mission","https://www.yutorah.org/lectures/details?shiurid=888312"
"Rabbi Ally Ehrman","Kibbud Av Va-iem - In Life And Death","https://www.yutorah.org/lectures/details?shiurid=888322"
"Mrs. Miriam White","Toldot: The Story of Voice and Choice","https://www.yutorah.org/lectures/details?shiurid=888674"
"Rabbi Ezra Schwartz","Nedarim and Shavuot of Non–Jews","https://www.yutorah.org/lectures/details?shiurid=888776"
"Rabbi Ally Ehrman","Toldos - The Nature Of Eisav","https://www.yutorah.org/lectures/details?shiurid=888526"
"Rabbi Chananya Berzon","Are you old enough to get married ??","https://www.yutorah.org/lectures/details?shiurid=888562"
"Rabbi Ya'akov Trump","Tefillah Triage","https://www.yutorah.org/lectures/details?shiurid=888575"
"Ari Mirzoeff","Five Short Parshas Toldos Ideas","https://www.yutorah.org/lectures/details?shiurid=888578"
"Rabbi Eliezer Lerner","Parsha Sicha Toldot","https://www.yutorah.org/lectures/details?shiurid=888605"
"Rabbi Netanel Wiederblank","Parshat Toldot: The Challange of Being an FFB","https://www.yutorah.org/lectures/details?shiurid=888660"
"Rabbi Eytan Feiner","Klal Yisroel is Called “Yeshurun”","https://www.yutorah.org/lectures/details?shiurid=888664"
"Rabbi Isaac Rice","When Rashi Says ""I Don't Know""","https://www.yutorah.org/lectures/details?shiurid=888666"
"Rabbi Avishai David","Parshas Toldos: Rabbi David","https://www.yutorah.org/lectures/details?shiurid=888797"
"Rabbi Moshe Taragin","Torah of HaRav Amital for Toldot: Esav's Head and Rebbi Meir","https://www.yutorah.org/lectures/details?shiurid=888568"
"Rabbi Moshe Taragin","Israel and the Parsha/Toldot: The Neighborhood of Me'ah Shearim","https://www.yutorah.org/lectures/details?shiurid=888570"
"Rabbi Daniel Hartstein","Lessons From The Lev: Toldos","https://www.yutorah.org/lectures/details?shiurid=888650"
"Rabbi Moshe Taragin","5 Minute Middah : Improving Tefillah Part 8 Excavation","https://www.yutorah.org/lectures/details?shiurid=888678"
"Rabbi Chezkie Glatt","Ramban Review: Toldos 5777 - Mitzvos before Matan Torah","https://www.yutorah.org/lectures/details?shiurid=888682"
"Rabbi Azarya Berzon","Parsha & Hashkafa for Toldos: the Jewish way to raise children","https://www.yutorah.org/lectures/details?shiurid=888693"
"Rabbi Efrem Goldberg","Toldos: The Fine Line Between Adapting the Mesorah and Violating It","https://www.yutorah.org/lectures/details?shiurid=888717"
"Rabbi Isaac Rice","I Should Be An Atonement: Can a Punishment Be Transferred?","https://www.yutorah.org/lectures/details?shiurid=888741"
"Rabbi Michael Olshin","Toldot: Greater effort leads to greater blessings","https://www.yutorah.org/lectures/details?shiurid=888927"
